id,SMILES,InChIKey,pSat_Pa,ChemPot_kJmol,FreeEnergy_kJmol,HeatOfVap_kJmol,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester
123993,CC(=O)C1C(ON(=O)(=O))C(C1(C)C(OO))C(OO)C(=O)(OON(=O)(=O)),HCANGGRIKUFZPS-UHFFFAOYSA-N,1.31108841e-06,5.26740496,-3878446.943951441,137.25909063999998,370.0495885079999,39,10,13,2,2,422.0,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0
27677,C(=O)(OO)C(=O)C1(OO)OC1C=CC(=O)(OO),IGSHVYYAUWZPRN-UHFFFAOYSA-N,1.03307824e-06,11.66679112,-2685473.3166751205,131.0311648,249.996096392,23,7,10,0,3,80.0,20.0,toluene,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0
110643,CC(=O)C(C(=O)C)C(OO)=C(OO),ZEYDTCOVGREPLY-UHFFFAOYSA-N,4.07183071e-05,18.63524312,-1901923.04070128,103.62424936,190.04773804,23,7,6,0,2,43.0,14.0,apin,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
53147,C(=O)OC(ON(=O)(=O))C(O)(C(=O)(OO))C(O)C(=O),NLDJIPBZTHEVAN-UHFFFAOYSA-N,0.000916291663,11.2001496,-2928672.6856916,112.87436208,269.00191004400006,25,6,11,1,3,282.0,10.0,toluene,0,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0
75252,C(OO)C1(OO)OC1(C(ON(=O)(=O)))C(=O)(OO),JLZDRPJJUZRVPH-UHFFFAOYSA-N,0.00134650359,15.810624720000002,-2828034.77478328,104.71175464,257.001910044,24,5,11,1,3,244.0,38.0,toluene,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0
30929,C(=O)(OO)C(O)C(ON(=O)(=O))OOC(C(=O)(O))(C)C(=O),DYFRPMCYFPRWNX-UHFFFAOYSA-N,4.7240501800000007e-07,11.442570560000002,-3229367.71352392,142.11211224,299.01247472800003,29,7,12,1,3,563.0,18.0,toluene,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
139834,CC(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(O)C1OC1(OO)C(=O),RACZCANDHPQHOC-UHFFFAOYSA-N,0.000742975116,9.72880416,-3568776.3972271206,111.28021624,328.00263831599995,30,7,13,2,2,211.0,40.0,toluene,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0
32279,C(=O)(OO)C(ON(=O)(=O))C(ON(=O)(=O))(C)C1OC1C(=O)(OO),OPDOBTXOJOGWBF-UHFFFAOYSA-N,2.4582845e-05,16.389899520000004,-3568819.38699032,123.6771572,328.00263831599995,30,7,13,2,2,93.0,1.0,toluene,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0
157535,CC1(C(ON(=O)(=O)))C(OO)C(ON(=O)(=O))C1CC(=O)(OO),DZGQABOORJPHPI-UHFFFAOYSA-N,1.64400491e-06,8.15277504,-3280084.8288362403,129.74132128,312.04410920399994,33,8,11,2,2,124.0,12.0,apin,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
87240,C1(O)(O)C(C(ON(=O)(=O)))OOC1(C)C(=O)(OO),ZZDJPWFOJPUHLU-UHFFFAOYSA-N,2.4657238100000004e-05,12.93726272,-2734050.28695048,118.37460664,255.022645488,26,6,10,1,3,89.0,40.0,toluene,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0
106561,CC(=O)C(=O)C(O)(O)C(N(=O)(=O))(OO)C(=O)C(=O),WJCZMQXGJPBODV-UHFFFAOYSA-N,0.00175284995,23.98653728,-2831115.70360072,104.1803448,265.006995424,25,7,10,1,3,308.0,23.0,toluene,0,0,2,1,3,0,0,0,0,1,0,0,0,1,0,0
22521,C(=O)(O)C1OOC(N(=O)(=O))(C1(O)(O))C(=O),VPACYYBFDQBQGC-UHFFFAOYSA-N,0.00014551241,16.02250248,-2430273.20547416,107.02768232,222.99643074,20,5,9,1,3,16.0,2.0,toluene,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0
39475,C(=O)(OON(=O)(=O))C(O)(C(=O))C(=O)C1OC1C(=O),GUUBELLWCFNHMR-UHFFFAOYSA-N,19.415,16.82758776,-2827815.19051368,75.4161816,262.99134536,23,7,10,1,1,48.0,13.0,toluene,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0
62,C(=O)(N(=O)(=O))C(=O)C(C)C(=O)(OO),KIDCAGZOOCLYIC-UHFFFAOYSA-N,0.0722004939,17.398578240000003,-2035040.62672304,83.28494672000001,191.0066015,18,5,7,1,1,16.0,6.0,toluene,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
107590,CC(=O)C(=O)C(OO)C(C(ON(=O)(=O)))C(=O)(OO),BXQUQJXKJYXTFT-UHFFFAOYSA-N,0.000106424099,12.72078256,-2834101.39139856,113.34439264,267.022645488,27,7,10,1,2,191.0,20.0,apin,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0
16693,C(=O)(O)C(OO)C(=O)OOC(C(=O))C(=O)C(=O),VWJJVQGHDOTSNV-UHFFFAOYSA-N,6.10390882e-05,16.202037920000002,-2685752.0952144,117.29630616,249.996096392,23,7,10,0,2,414.0,40.0,toluene,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0
95874,C1(ON(=O)(=O))OC1(C)C(OO)C(=O)C(=O),WGZWBOYTKJJQRU-UHFFFAOYSA-N,0.495145997,13.62732984,-2335662.50861216,76.58924968000001,221.017166184,22,6,8,1,1,58.0,32.0,toluene,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
87205,C1(O)(O)C(C(=O))OOC1(C(=O))C(=O)C(=O),MMCHDKVRGQDVGL-UHFFFAOYSA-N,6.959825550000002e-05,9.6160872,-2290655.9543184005,111.76723384,218.006267152,21,7,8,0,2,86.0,8.0,toluene,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0
131784,CC(C(=O))C(ON(=O)(=O))(C)C(OO)C(=O),WLZBUEOZBKRFBM-UHFFFAOYSA-N,0.00133056108,9.71303048,-2244583.57815728,99.52430592,221.053551692,26,7,7,1,1,98.0,40.0,apin,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
158899,CC1(C)C(ON(=O)(=O))(C(=O)C(OO))CC1CC(=O)(OON(=O)(=O)),MZOMWVJRWPLUJU-UHFFFAOYSA-N,0.000570924534,7.9797248,-3483452.49467336,106.4802896,338.05975926799994,37,10,11,2,1,90.0,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
132135,CC(C(ON(=O)(=O)))C(C(=O)(OON(=O)(=O)))C(=O)C(O),OAPWQKICQGJXFK-UHFFFAOYSA-N,0.00709513155,9.652446160000002,-2979492.64326368,98.06944544,282.03354452,29,7,10,2,1,117.0,40.0,apin,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
10412,C(=O)(O)C(O)(O)C(=O)OC(=O)C(O)C(=O)(O),QLMRWOVHICUMNT-UHFFFAOYSA-N,1.92932785e-09,14.589105920000002,-2586306.39519024,155.92818232000002,237.996096392,22,6,10,0,5,279.0,3.0,toluene,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0
31568,C(=O)(OO)C(ON(=O)(=O))C(=O)C(O)(OO)C(=O)OC(=O),BHIJOTQBBSQGFU-UHFFFAOYSA-N,1.94939165e-05,18.147221360000003,-3320488.5214256,124.42931488000002,298.97608922,25,6,13,1,3,350.0,5.0,toluene,0,0,1,0,1,0,2,0,1,0,0,0,0,1,1,0
4168,C(=O)(O)C(=O)C(O)C(=O)C(O)C(=O)(OON(=O)(=O)),OUDVZPMUCQNLFZ-UHFFFAOYSA-N,0.000233537394,15.278001520000002,-2925548.521552,118.80794352,266.98625998,23,6,11,1,3,267.0,8.0,toluene,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0
162660,CCCC(ON(=O)(=O))CC(=O)C(O)C(=O)C(O),UEHHTRWONJMCSQ-UHFFFAOYSA-N,0.000109745777,8.3033572,-2451404.3758034403,105.47102512,249.08485182,32,9,7,1,2,202.0,13.0,decane,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0
25921,C(=O)(O)OOC(C(=O)(OON(=O)(=O)))C(ON(=O)(=O))(C)C(=O),ZNNXEDPOKUJGNK-UHFFFAOYSA-N,0.0046243239,12.78513248,-3465672.37843568,99.31564984,313.98698825199995,27,6,13,2,1,176.0,40.0,toluene,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
116153,CC(=O)C(ON(=O)(=O))(C1(C)C)C(OO)C1C(OO),DACZUNNKTARWQM-UHFFFAOYSA-N,0.000151698862,4.60373888,-2648504.69076352,115.3859336,265.07976644,33,9,8,1,2,147.0,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
55075,C(O)C(=O)C(N(=O)(=O))=C(OO)C(OO)OC(=O),KRJOFOUTXVAKIH-UHFFFAOYSA-N,1.99067423e-06,8.774140880000001,-2730836.5559228803,127.11929216,253.006995424,24,6,10,1,3,472.0,20.0,toluene,1,0,1,0,1,0,1,0,0,1,0,0,0,2,0,0
134204,CC(O)(C(=O)(OO))C(O)C(=O),HULOSSPWYOMZMP-UHFFFAOYSA-N,7.38361382e-06,13.09479032,-1698564.28895984,106.12193,164.032087976,19,5,6,0,3,51.0,1.0,toluene,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
110655,CC(=O)C(C(=O)C)C(OO)C(ON(=O)(=O))C(O),YBRBVOAEPVARFI-UHFFFAOYSA-N,8.52407844e-06,8.87409664,-2545538.1632747203,123.96367752,251.064116376,30,8,8,1,2,500.0,40.0,apin,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0
7961,C(=O)(O)C(C(=O))OOC(=O)C(=O)C(=O)C(=O),DHXSRZPTXZBESP-UHFFFAOYSA-N,0.000837941425,17.958732160000004,-2485148.59299392,104.33184744,231.985531708,20,7,9,0,1,85.0,24.0,toluene,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0
44386,C(=O)(OON(=O)(=O))C1(O)OOC(OO)(C1(O)(O))C(ON(=O)(=O))C(=O),PSZJMNDMGJYAHM-UHFFFAOYSA-N,7.985441059999999e-07,11.62260808,-4058200.9903784,141.42781904,361.9717321119999,30,6,16,2,4,414.0,6.0,toluene,0,0,3,1,0,0,0,0,1,0,0,1,1,1,0,0
8437,C(=O)(O)C(C)(C(=O))OOC(OO)C(=O),FYTQFXANCXEEBV-UHFFFAOYSA-N,0.00049735817,14.12254808,-2193627.1384633603,107.77724592,208.021917216,22,6,8,0,2,325.0,40.0,toluene,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
112887,CC(=O)C(N(=O)(=O))(OO)C(O)(C1(=O))OOC1C(=O),ORZIENMYFIMERC-UHFFFAOYSA-N,9.65921463e-06,16.46964656,-2830904.80263736,115.46191504,265.006995424,25,7,10,1,2,53.0,5.0,toluene,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0
70656,C(OO)C(=O)C(O)C(=O)OC(=O),NVXZAFOZLUMCRH-UHFFFAOYSA-N,0.0175016063999999,18.777331760000003,-1892999.81532408,93.21822296,178.011352532,18,5,7,0,2,114.0,26.0,toluene,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0
45471,C(=O)(OON(=O)(=O))C1OC1C(OO)=C(C(ON(=O)(=O)))C(=O),IGIUDZXLALMYOV-UHFFFAOYSA-N,9.18465796e-05,9.55822248,-3367969.12583864,118.07218712,309.9920736319999,27,7,12,2,1,113.0,40.0,toluene,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
66193,C(ON(=O)(=O))C(O)C(C(=O))=C,ZBVGKGJQMGQTID-UHFFFAOYSA-N,0.958859755,8.42486056,-1643063.97125048,76.01043512,161.032422324,18,5,5,1,1,48.0,38.0,apin,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
13186,C(=O)(O)C(ON(=O)(=O))(C(=O))C(C(=O)(O))OOC(=O),OXGCUTDHURNMSC-UHFFFAOYSA-N,3.51011346e-06,10.23607232,-2925567.1448707203,128.094206,266.98625998000006,23,6,11,1,2,352.0,40.0,toluene,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0
8560,C(=O)(O)C(N(=O)(=O))(ON(=O)(=O))C(O)(C)C(OO)OC(=O),MZLPRMWHFNZFLT-UHFFFAOYSA-N,3.26013707e-05,9.75549808,-3271524.68369888,122.90612968,300.007723696,28,6,12,2,3,400.0,40.0,toluene,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0
42662,C(=O)(OON(=O)(=O))C(OO)=C,QTSNXAICYNABPZ-UHFFFAOYSA-N,343.171,12.776220560000002,-1831343.9498284,54.83261704000001,164.990951436,14,3,7,1,1,9.0,9.0,toluene,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
149605,CC(OO)(C(=O))C(C(=O)(OO))C(C)(C)C(=O),XQEWLRGCNMGAJC-UHFFFAOYSA-N,0.0009631159249999,9.68859592,-2305837.5940507203,108.70831144,234.073952788,30,9,7,0,2,117.0,12.0,apin,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0
151029,CC(OO)(C(OO))C(ON(=O)(=O))(C)C(ON(=O)(=O))C(=O),ISYXTPKVPXPYKG-UHFFFAOYSA-N,0.000144610156,13.8948548,-3179910.24651488,115.03790848,300.044109204,32,7,11,2,2,349.0,40.0,apin,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0
103642,C2(=O)C(=O)CC(O)(C1(O)(N(=O)(=O)))OOC12C,UMCVPJIBKZNPJK-UHFFFAOYSA-N,3.94035727e-05,12.93027544,-2435997.8441883205,114.0964248,233.017166184,23,7,8,1,2,3.0,2.0,,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0
113499,CC(=O)C(O)(N(=O)(=O))C(O)(C1(O))OOC1C(=O)(OO),YUYQHELVEAUSNW-UHFFFAOYSA-N,2.21360294e-08,14.493376,-3031797.63628192,149.13947496,283.017560108,28,7,11,1,4,138.0,1.0,toluene,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,0
164507,CCC(O)C(=O)CC(=O)CC(=O)CC,KIZUOXAJOJSFNV-UHFFFAOYSA-N,0.008127169,9.4740404,-1816747.6091448,90.12218848000002,200.104858992,30,10,4,0,1,120.0,40.0,decane,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
21859,C(=O)(O)C1OC1C(C(=O)(OON(=O)(=O)))=CC(=O)(O),RIBVISMTAMRESD-UHFFFAOYSA-N,5.91223695e-05,6.85452168,-2828018.34944528,122.05874416,262.99134536,23,7,10,1,2,65.0,35.0,toluene,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0
69129,C(ON(=O)(=O))CC(OO)(C)C(OO),ZWGGOXHPVHWTKI-UHFFFAOYSA-N,0.0109633299,7.1615436,-2044235.14709528,96.3018728,197.053551692,24,5,7,1,2,169.0,40.0,apin,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
135935,CC(O)(C)C(CC(=O)(OO))C(ON(=O)(=O))C(=O),TXUBHMGPEIZDGH-UHFFFAOYSA-N,0.0011084687099999,8.17787904,-2545578.91225488,109.26105968,251.064116376,30,8,8,1,2,134.0,12.0,apin,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
1307,C(=O)(N(=O)(=O))C1(O)OC1(C(O))C(OO),JSUDAYLSJUCONO-UHFFFAOYSA-N,8.33210816e-05,12.87056976,-2235706.50129592,114.00010912,209.017166184,21,5,8,1,3,196.0,30.0,toluene,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0
39760,C(=O)(OON(=O)(=O))C(O)(O)C(OO)(C)C(OO)C(=O),GCIUHSUAFWUONU-UHFFFAOYSA-N,2.67883925e-06,8.824850960000001,-3128987.8944128803,133.59047576,287.012474728,28,6,12,1,4,726.0,8.0,toluene,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0
50404,C(=O)C(ON(=O)(=O))C(=O)C(=O)C(=O)C(=O)C,ZRMJECOCVBQIOL-UHFFFAOYSA-N,0.60855662,18.26140272,-2432843.94749872,79.09282976,231.00151612,21,7,8,1,0,31.0,31.0,toluene,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0
29500,C(=O)(OO)C(O)(C(=O)(OON(=O)(=O)))C(ON(=O)(=O))C1OC1(O)C(=O),VMYDLKSRUMAIDP-UHFFFAOYSA-N,0.00068807254,12.86462848,-3960847.2110256,121.81686712,357.9768174919999,30,7,15,2,3,217.0,13.0,toluene,0,0,2,1,0,0,0,1,1,0,0,1,0,0,1,0
15076,C(=O)(O)C(ON(=O)(=O))C(OO)(C(=O))OOC(=O)C(=O),SXTWYQKIUHMLQB-UHFFFAOYSA-N,0.00017121531,16.6186388,-3123108.1851945603,118.08352576,282.98117460000003,24,6,12,1,2,431.0,14.0,toluene,0,0,0,2,1,1,0,0,1,0,0,0,1,1,0,0
14587,C(=O)(O)C(ON(=O)(=O))C(O)C(OO)(C(=O))OC(=O),IAPFNCOPJTZEIR-UHFFFAOYSA-N,1.857764810000001e-05,10.7796576,-2928687.41835056,111.05382,269.00191004400006,25,6,11,1,3,552.0,40.0,toluene,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
47566,C(=O)C(=O)C(O)(O)C1(C(ON(=O)(=O)))OC1(O)C(=O),GNYYKHVHHSJYIX-UHFFFAOYSA-N,3.165,14.02690184,-2831173.88090736,85.35887184,265.006995424,25,7,10,1,3,223.0,1.0,toluene,0,0,3,2,1,0,0,1,1,0,0,0,0,0,0,0
14503,C(=O)(O)C(ON(=O)(=O))C(O)(OO)C1(N(=O)(=O))OC1(C)C(=O),YOPISYQWYJPHRH-UHFFFAOYSA-N,4.963450849999999e-06,15.701506,-3371484.38624024,132.52581512,312.007723696,29,7,12,2,3,257.0,15.0,toluene,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0
47145,C(=O)C(=O)C(=O)CC(ON(=O)(=O))OC(=O),HXLSKOITECZAEA-UHFFFAOYSA-N,1.031,17.436066880000002,-2332816.81180592,76.17243959999999,219.00151612,20,6,8,1,0,30.0,30.0,toluene,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0
64466,C(ON(=O)(=O))C(=O)C1(O)OC1C(O)(O)C(=O)C(=O),CCVGTMNMNDFSJP-UHFFFAOYSA-N,2.64436956e-06,15.59297304,-2831222.3913330403,133.07500696000002,265.006995424,25,7,10,1,3,249.0,40.0,toluene,0,0,3,1,2,0,0,1,1,0,0,0,0,0,0,0
40559,C(=O)(OON(=O)(=O))C(O)C(O)(C(=O)(OON(=O)(=O)))OOC(=O),MMQOVXVDUBFPBP-UHFFFAOYSA-N,0.0825422393,11.56194008,-3757420.09226392,94.433926,331.9611674279999,26,5,15,2,2,339.0,40.0,toluene,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0
96970,C1(OO)C(O)(C)C(ON(=O)(=O))C(=O)OOC1C(=O)(OO),KSFDEJIQMSPVMI-UHFFFAOYSA-N,5.140201879999999e-07,14.62542304,-3229108.9152164,136.89989423999998,299.012474728,29,7,12,1,3,135.0,6.0,toluene,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0
48354,C(=O)C(=O)C1(N(=O)(=O))OOC(=O)C1(O)(O),LZYDQZLEWBFPMM-UHFFFAOYSA-N,0.0504686242,16.28270544,-2427017.7508036,86.2236628,220.980780676,18,5,9,1,2,11.0,4.0,toluene,0,0,2,1,2,0,0,0,0,1,0,0,1,0,0,0
2756,C(=O)(N(=O)(=O))OC(=O)C(C)C(=O),IOFIPPDQCXJKRE-UHFFFAOYSA-N,2.955,17.68216976,-1837647.4654023205,71.17431688,175.01168688,17,5,6,1,0,11.0,11.0,toluene,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0
92045,C1(O)C(O)(C(=O))OOC1(C(=O)(O))C(=O),GMTZWSHWKPHMAY-UHFFFAOYSA-N,2.0377045600000002e-07,9.22814672,-2190707.1127716,136.38358864,206.006267152,20,6,8,0,3,81.0,4.0,toluene,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0
24086,C(=O)(O)CC(=O)C1(O)OC1(OO)C(=O),NWOKVOZUCAKNJB-UHFFFAOYSA-N,0.0576604914,13.15085592,-2190650.98784248,94.9929084,206.006267152,20,6,8,0,3,132.0,3.0,toluene,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
26575,C(=O)(OO)C(=O)C(C(O))(C(=O))OOC(=O),KMCLPDDFCVWRCN-UHFFFAOYSA-N,0.0004073090939999,14.13405408,-2388057.88824768,103.88256952,222.001181772,21,6,9,0,2,252.0,40.0,toluene,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0
16068,C(=O)(O)C(OO)(C(=O))C(O)C(ON(=O)(=O))OC(=O),UYOAFSJAUUQXGL-UHFFFAOYSA-N,4.54513453e-07,10.42288792,-2928680.01614328,136.39773056,269.001910044,25,6,11,1,3,515.0,16.0,toluene,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
15298,C(=O)(O)C(ON(=O)(=O))C(OO)C1OC1(C(=O)(OO))C(=O),SYLCCKAZTOLZSH-UHFFFAOYSA-N,3.99826204e-08,12.21439304,-3226094.4587366404,147.76494728,296.99682466400003,27,7,12,1,3,339.0,39.0,toluene,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
84982,C1(N(=O)(=O))(ON(=O)(=O))OC1(O)C(O)(O)C(=O)C(=O),JQJRFLCZPNBFPX-UHFFFAOYSA-N,2.79708704e-05,17.163521120000002,-2967475.93146248,118.56062728,267.981508948,22,5,11,2,3,104.0,1.0,toluene,0,0,3,1,1,0,0,1,1,1,0,0,0,0,0,0
6845,C(=O)(O)C(=O)OC(OO)CC(=O)C(=O)C(ON(=O)(=O)),NJXNIRWJHHWUGX-UHFFFAOYSA-N,3.68953389e-05,14.60216,-3028806.7398643205,123.87384704,281.001910044,26,7,11,1,2,389.0,40.0,toluene,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0
136897,CC(O)C(ON(=O)(=O))CC(OO)C(=O)CC(ON(=O)(=O))CC,ATNAFGAEKVLWRE-UHFFFAOYSA-N,8.87350835e-06,4.11638656,-3292431.28012936,131.87252536000005,326.096144776,40,10,10,2,2,459.0,40.0,decane,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0
12159,C(=O)(O)C(O)C(ON(=O)(=O))C1(C)OC1(ON(=O)(=O))C(=O)(OO),MASYSIPUXGKWBU-UHFFFAOYSA-N,0.0001124657469999,15.63502224,-3569096.0495971204,118.82710624,328.0026383159999,30,7,13,2,3,219.0,17.0,toluene,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1,0
14574,C(=O)(O)C(ON(=O)(=O))C(O)C(O)C(=O)C(=O)C(ON(=O)(=O)),BICXKNIEPRASDR-UHFFFAOYSA-N,0.000134106383,13.139224400000002,-3371736.0098664,124.3371832,312.007723696,29,7,12,2,3,771.0,40.0,toluene,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0
26951,C(=O)(OO)C(=O)C(O)C(OO)(C(ON(=O)(=O)))OC(=O),KXIRUJJSOBGOKR-UHFFFAOYSA-N,2.06864892e-06,14.50136744,-3126049.99521704,133.10613592,284.996824664,26,6,12,1,3,554.0,40.0,toluene,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
85931,C1(O)(N(=O)(=O))C(ON(=O)(=O))(C)OOC1(O)C(=O)(O),FPJBZXYWZAQPIZ-UHFFFAOYSA-N,0.00189701463,18.50591568,-2970638.12778552,101.57743656,269.997159012,24,5,11,2,3,53.0,9.0,toluene,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0
113465,CC(=O)C(O)(N(=O)(=O))C(=O)OOC(=O)C(=O)(OO),JAUQDJVZEIEIBP-UHFFFAOYSA-N,0.00169108903,20.65063408,-2925395.6986508,104.73196336,266.98625998000006,23,6,11,1,2,49.0,9.0,toluene,0,0,1,0,3,0,0,0,0,1,0,0,1,0,1,0
20857,C(=O)(O)C1(OO)OC1C(ON(=O)(=O))(C)C(O)C(=O),QHEFLHLHTJGZLG-UHFFFAOYSA-N,1.02417877e-06,8.41197384,-2834239.8661085595,133.78042936000003,267.022645488,27,7,10,1,3,504.0,40.0,toluene,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0
138180,CC(ON(=O)(=O))(C(=O)(O))C(=O)C(=O)C(OO)C(=O)(OON(=O)(=O)),LBBQPXIXTWWWCB-UHFFFAOYSA-N,0.00117822805,16.939175040000002,-3763345.88811672,108.59212176,341.9819028719999,29,7,14,2,2,444.0,40.0,toluene,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0,0
127201,CC(=O)CC(ON(=O)(=O))C(O)C(OO),UTQSBPYJNYIRSK-UHFFFAOYSA-N,0.0004907486309999,9.4198576,-2144569.54671064,109.80188352,209.053551692,25,6,7,1,2,258.0,40.0,decane,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
87852,C1(O)(O)C(O)(C(=O)(N(=O)(=O)))OOC1C(O)C(=O),LWGAQNQWZZEOHU-UHFFFAOYSA-N,6.01601164e-07,7.752157039999999,-2731074.8367730407,127.45568576000002,253.006995424,24,6,10,1,4,149.0,2.0,toluene,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0
24036,C(=O)(O)CC(=O)C1(C(OO))OC1C(=O)(O),ITFUUOQZLVILPY-UHFFFAOYSA-N,2.8490394900000004e-08,9.33383456,-2294011.92414976,145.00333992,220.021917216,23,7,8,0,3,422.0,40.0,toluene,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0
